file_name,problem_name,plan_length,num_ground_repair,str_ground_repair,run_time,error,results_exists,result_depth,result_repair_set,result_g_cost,result_h_cost,result_f_cost,depth_min,depth_max,depth_median,depth_avg,branching_factor_min,branching_factor_max,branching_factor_median,branching_factor_avg,fringe_size_min,fringe_size_max,fringe_size_median,fringe_size_avg,h_cost_min,h_cost_max,h_cost_median,h_cost_avg,g_cost_min,g_cost_max,g_cost_median,g_cost_avg,f_cost_min,f_cost_max,f_cost_median,f_cost_avg
bfs_length_8_freecell_pprobfreecell-2-2-err-rate-0-5.yaml,freecell/pprobfreecell-2-2-err-rate-0-5,8,0,,0.0 hours = 0.0 minutes = 0.20 seconds,,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bfs_length_8_freecell_pprobfreecell-2-4-err-rate-0-5.yaml,freecell/pprobfreecell-2-4-err-rate-0-5,8,0,,0.0 hours = 0.0 minutes = 0.18 seconds,,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bfs_length_5_transport-opt08-strips_pp01-err-rate-0-5.yaml,transport-opt08-strips/pp01-err-rate-0-5,5,2,"pick-up,(capacity-predecessor ?s1 ?s1),precPos,-1
pick-up,(not (capacity ?v ?s2)),effNeg,-1",0.0 hours = 0.0 minutes = 0.14 seconds,,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bfs_length_7_pegsol-08-strips_pp01-err-rate-0-1.yaml,pegsol-08-strips/pp01-err-rate-0-1,7,1,"jump-new-move,(in-line ?over ?to ?from),precPos,-1",0.0 hours = 0.0 minutes = 0.11 seconds,,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bfs_length_6_woodworking-sat11-strips_pp10-err-rate-0-5.yaml,woodworking-sat11-strips/pp10-err-rate-0-5,6,0,,0.0 hours = 0.0 minutes = 0.13 seconds,,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bfs_length_6_mystery_pprob15-err-rate-0-3.yaml,mystery/pprob15-err-rate-0-3,6,1,"overcome,(harmony ?v ?s1),effPos,1",,,False,0,5,5.0,4.939024390243903,0,2079,0.0,84.2369337979094,7,47806,27970.5,27931.66724738676,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0
bfs_length_6_mprime_pprob35-err-rate-0-3.yaml,mprime/pprob35-err-rate-0-3,6,1,"drink,(craves ?n1 ?l13),precPos,-1",0.0 hours = 0.4 minutes = 22.25 seconds,,False,0,2,2,1.8689956331877728,0,28,0,0.9956331877729258,0,94,42,44.917030567685586,0,0,0,0,0,3,2,1.4890829694323144,0,3,2,1.4890829694323144
bfs_length_8_freecell_pp01-err-rate-0-1.yaml,freecell/pp01-err-rate-0-1,8,0,,0.0 hours = 0.0 minutes = 0.13 seconds,,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bfs_length_9_mystery_pprob28-err-rate-0-1.yaml,mystery/pprob28-err-rate-0-1,9,1,"overcome,(province ?s2),precPos,-1",0.1 hours = 6.1 minutes = 364.13 seconds,,False,0,2,2,1.9809588575314518,0,54,0,0.999659979598776,0,507,55,95.77728663719823,0,0,0,0,0,2,2,1.93573614416865,0,2,2,1.93573614416865
bfs_length_9_pegsol-08-strips_pp02-err-rate-0-1.yaml,pegsol-08-strips/pp02-err-rate-0-1,9,1,"end-move,(move-ended ),precPos,-1",0.2 hours = 9.9 minutes = 592.17 seconds,,False,0,3,3,2.956603419124554,0,76,0,0.9998121360135263,0,1409,691,680.6276535788089,0,0,0,0,0,4,3,3.3075333458575993,0,4,3,3.3075333458575993
bfs_length_4_mystery_pprob29-err-rate-0-3.yaml,mystery/pprob29-err-rate-0-3,4,1,"overcome,(fears ?v ?c),precPos,-1",0.0 hours = 0.3 minutes = 20.18 seconds,,True,4,"overcome,(fears ?v ?c),precPos,-1",1,0,1,0,4,3.0,2.7195121951219514,0,168,0.0,33.1219512195122,12,2638,1525.5,1447.2682926829268,0,0,0.0,0,0,1,1.0,0.9878048780487805,0,1,1.0,0.9878048780487805
bfs_length_6_blocks_pprobBLOCKS-4-2-err-rate-0-5.yaml,blocks/pprobBLOCKS-4-2-err-rate-0-5,6,1,"unstack,(clear ?y),precPos,-1",0.0 hours = 0.0 minutes = 0.10 seconds,,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bfs_length_9_mprime_pprob28-err-rate-0-3.yaml,mprime/pprob28-err-rate-0-3,9,0,,0.0 hours = 0.1 minutes = 4.35 seconds,,True,9,,0,0,0,0,9,7,6.074074074074074,0,54,2,14.851851851851851,54,376,283,253.59259259259258,0,0,0,0,0,0,0,0,0,0,0,0
bfs_length_9_woodworking-opt08-strips_pp01-err-rate-0-1.yaml,woodworking-opt08-strips/pp01-err-rate-0-1,9,0,,0.0 hours = 0.0 minutes = 0.11 seconds,,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bfs_length_9_ged-opt14-strips_pd-1-3-err-rate-0-3.yaml,ged-opt14-strips/pd-1-3-err-rate-0-3,9,0,,0.2 hours = 11.6 minutes = 698.17 seconds,,True,9,,0,0,0,0,9,7.0,6.93687971417229,0,6,1.0,1.0456530369194124,6,235,123.0,123.68479555379119,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0
bfs_length_7_driverlog_pp01-err-rate-0-3.yaml,driverlog/pp01-err-rate-0-3,7,0,,0.0 hours = 0.0 minutes = 1.03 seconds,,True,7,,0,0,0,0,7,3.5,3.5,0,16,11.0,9.125,16,67,61.5,52,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0
bfs_length_5_pipesworld-notankage_pp01-net1-b6-g2-err-rate-0-3.yaml,pipesworld-notankage/pp01-net1-b6-g2-err-rate-0-3,5,0,,0.0 hours = 0.1 minutes = 3.40 seconds,,True,5,,0,0,0,0,5,4.0,3.4285714285714284,0,24,1.0,3.2857142857142856,1,67,41.0,43.5,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0
bfs_length_8_data-network-opt18-strips_pp09-err-rate-0-1.yaml,data-network-opt18-strips/pp09-err-rate-0-1,8,0,,0.0 hours = 0.0 minutes = 0.31 seconds,,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bfs_length_3_visitall-opt11-strips_pproblem02-full-err-rate-0-5.yaml,visitall-opt11-strips/pproblem02-full-err-rate-0-5,3,1,"move,(visited ?nextpos),effPos,1",0.0 hours = 0.0 minutes = 0.83 seconds,,True,3,"move,(visited ?nextpos),effPos,1",1,0,1,0,3,2.0,1.625,0,8,4.0,4.5,8,30,22.5,21.75,0,0,0.0,0,0,1,0.0,0.125,0,1,0.0,0.125
bfs_length_6_woodworking-sat08-strips_pp01-err-rate-0-3.yaml,woodworking-sat08-strips/pp01-err-rate-0-3,6,0,,0.0 hours = 0.0 minutes = 0.13 seconds,,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bfs_length_8_mystery_pprob20-err-rate-0-3.yaml,mystery/pprob20-err-rate-0-3,8,1,"overcome,(fears ?c ?v),effPos,1",,,False,0,7,7,6.888579387186629,0,2750,0,131.77715877437325,2750,46976,31498,31138.721448467968,0,0,0,0,0,0,0,0,0,0,0,0
bfs_length_10_tetris-opt14-strips_pp03-4-err-rate-0-1.yaml,tetris-opt14-strips/pp03-4-err-rate-0-1,10,1,"move_l_down,(clear ?xy_initial1),effPos,1",,,False,0,9,9.0,8.768261964735517,0,156,24.0,54.060453400503775,120,42131,17967.5,18591.923173803527,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0
bfs_length_1_ged-opt14-strips_pd-1-2-err-rate-0-1.yaml,ged-opt14-strips/pd-1-2-err-rate-0-1,1,0,,0.0 hours = 0.0 minutes = 0.13 seconds,,True,1,,0,0,0,0,1,0.5,0.5,0,1,0.5,0.5,0,1,0.5,0.5,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0
bfs_length_6_mystery_pprob15-err-rate-0-5.yaml,mystery/pprob15-err-rate-0-5,6,0,,,,False,0,5,5,4.938704028021016,0,2079,0,84.61471103327496,14,47770,27958,27883.49036777583,0,0,0,0,0,0,0,0,0,0,0,0
bfs_length_5_transport-opt08-strips_pp01-err-rate-0-1.yaml,transport-opt08-strips/pp01-err-rate-0-1,5,0,,0.0 hours = 0.0 minutes = 1.23 seconds,,True,5,,0,0,0,0,5,3.5,3.0833333333333335,0,8,2.0,2.6666666666666665,8,22,19.5,18.083333333333332,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0
bfs_length_9_transport-opt08-strips_pp11-err-rate-0-3.yaml,transport-opt08-strips/pp11-err-rate-0-3,9,1,"pick-up,(in ?p ?v),effPos,1",0.0 hours = 0.0 minutes = 0.10 seconds,,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bfs_length_3_visitall-opt11-strips_pproblem02-full-err-rate-0-1.yaml,visitall-opt11-strips/pproblem02-full-err-rate-0-1,3,1,"move,(visited ?nextpos),effPos,1",0.0 hours = 0.0 minutes = 0.80 seconds,,True,3,"move,(visited ?nextpos),effPos,1",1,0,1,0,3,2.0,1.625,0,8,4.0,4.5,8,30,22.5,21.75,0,0,0.0,0,0,1,0.0,0.125,0,1,0.0,0.125
bfs_length_1_ged-opt14-strips_pd-2-1-err-rate-0-5.yaml,ged-opt14-strips/pd-2-1-err-rate-0-5,1,0,,0.0 hours = 0.0 minutes = 0.14 seconds,,True,1,,0,0,0,0,1,0.5,0.5,0,1,0.5,0.5,0,1,0.5,0.5,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0
bfs_length_9_data-network-opt18-strips_pp01-err-rate-0-3.yaml,data-network-opt18-strips/pp01-err-rate-0-3,9,2,"load,(usage ?s ?after),effPos,1
send,(usage ?to ?after),effPos,1",0.0 hours = 0.0 minutes = 0.15 seconds,,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bfs_length_9_miconic_ps2-4-err-rate-0-3.yaml,miconic/ps2-4-err-rate-0-3,9,1,"up,(destin ?f1 ?f2),precPos,-1",0.0 hours = 0.0 minutes = 0.09 seconds,,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bfs_length_9_pipesworld-notankage_pp05-net1-b10-g4-err-rate-0-5.yaml,pipesworld-notankage/pp05-net1-b10-g4-err-rate-0-5,9,0,,,,False,0,8,8,7.77397575571582,0,50,0,3.9510510971305814,10,19234,8163,9157.597667638483,0,0,0,0,0,0,0,0,0,0,0,0
bfs_length_10_scanalyzer-08-strips_pp01-err-rate-0-1.yaml,scanalyzer-08-strips/pp01-err-rate-0-1,10,0,,0.1 hours = 4.7 minutes = 283.31 seconds,,True,10,,0,0,0,0,10,9.0,8.595890410958905,0,270,90.0,101.0958904109589,270,14616,6380.5,7055.5,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0
bfs_length_6_blocks_pprobBLOCKS-4-2-err-rate-0-3.yaml,blocks/pprobBLOCKS-4-2-err-rate-0-3,6,2,"pick-up,(on ?x ?x),precPos,-1
stack,(= ?y ?y),precPos,-1",0.0 hours = 0.0 minutes = 0.47 seconds,,False,0,2,2,1.4,0,3,0,0.8,0,3,1,1.4,0,0,0,0,0,1,1,0.6,0,1,1,0.6
bfs_length_10_pipesworld-notankage_pp07-net1-b12-g5-err-rate-0-1.yaml,pipesworld-notankage/pp07-net1-b12-g5-err-rate-0-1,10,1,"pop-unitarypipe,(on ?last-batch-atom ?from-area),effPos,1",,,False,0,9,9,8.652215707007594,0,29,0,2.5576276074209363,29,16209,8274,8261.356435643564,0,0,0,0,0,0,0,0,0,0,0,0
bfs_length_7_mprime_pprob11-err-rate-0-3.yaml,mprime/pprob11-err-rate-0-3,7,0,,0.0 hours = 0.2 minutes = 14.92 seconds,,True,7,,0,0,0,0,7,6,5.376146788990826,0,54,0,5.889908256880734,4,535,323,307.72477064220186,0,0,0,0,0,0,0,0,0,0,0,0
bfs_length_9_mystery_pprob09-err-rate-0-3.yaml,mystery/pprob09-err-rate-0-3,9,1,"succumb,(craves ?c ?n),effPos,1",,,False,0,8,8.0,7.8235090152565885,0,96,0.0,5.907420249653259,15,28315,13797.5,13819.333737864077,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0
bfs_length_7_mystery_pprob11-err-rate-0-5.yaml,mystery/pprob11-err-rate-0-5,7,1,"succumb,(craves ?c ?n),effPos,1",0.0 hours = 0.1 minutes = 3.73 seconds,,True,7,"succumb,(craves ?c ?n),effPos,1",1,0,1,0,7,5.0,4.647058823529412,0,18,1.0,3.2058823529411766,2,79,48.0,52.029411764705884,0,0,0.0,0,0,1,0.0,0.029411764705882353,0,1,0.0,0.029411764705882353
bfs_length_8_freecell_pp01-err-rate-0-5.yaml,freecell/pp01-err-rate-0-5,8,1,"sendtohome-b,(incell ?suit),precPos,-1",0.0 hours = 0.0 minutes = 0.15 seconds,,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bfs_length_8_zenotravel_pp02-err-rate-0-1.yaml,zenotravel/pp02-err-rate-0-1,8,1,"fly,(at ?c2 ?l1),effPos,1",0.0 hours = 0.5 minutes = 32.22 seconds,,False,0,2,2.0,1.9236641221374047,0,18,0.0,0.9961832061068703,0,51,17.0,18.99618320610687,0,0,0.0,0,0,2,2.0,1.5229007633587786,0,2,2.0,1.5229007633587786
bfs_length_8_freecell_pp01-err-rate-0-3.yaml,freecell/pp01-err-rate-0-3,8,0,,0.0 hours = 0.0 minutes = 0.15 seconds,,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bfs_length_5_scanalyzer-08-strips_pp24-err-rate-0-3.yaml,scanalyzer-08-strips/pp24-err-rate-0-3,5,0,,0.0 hours = 0.1 minutes = 6.55 seconds,,True,5,,0,0,0,0,5,2.5,2.5,0,256,256.0,213.33333333333334,256,1276,893.5,850.8333333333334,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0
bfs_length_5_pipesworld-notankage_pp01-net1-b6-g2-err-rate-0-5.yaml,pipesworld-notankage/pp01-net1-b6-g2-err-rate-0-5,5,0,,0.0 hours = 0.1 minutes = 4.27 seconds,,True,5,,0,0,0,0,5,4.0,3.4285714285714284,0,24,1.0,3.2857142857142856,1,67,41.0,43.5,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0
bfs_length_10_blocks_pprobBLOCKS-4-1-err-rate-0-1.yaml,blocks/pprobBLOCKS-4-1-err-rate-0-1,10,0,,0.0 hours = 0.0 minutes = 1.31 seconds,,True,10,,0,0,0,0,10,5,5,0,4,2,2.090909090909091,3,14,12,10.545454545454545,0,0,0,0,0,0,0,0,0,0,0,0
bfs_length_3_miconic_ps1-1-err-rate-0-5.yaml,miconic/ps1-1-err-rate-0-5,3,1,"board,(boarded ?p),effPos,1",0.0 hours = 0.0 minutes = 0.30 seconds,,True,3,"board,(boarded ?p),effPos,1",1,0,1,0,3,1.5,1.5,0,1,1.0,0.75,0,1,1.0,0.75,0,0,0.0,0,0,1,0.0,0.25,0,1,0.0,0.25
bfs_length_5_tpp_pp01-err-rate-0-3.yaml,tpp/pp01-err-rate-0-3,5,0,,0.0 hours = 0.0 minutes = 0.61 seconds,,True,5,,0,0,0,0,5,2.5,2.5,0,2,1.0,1.1666666666666667,2,3,2.0,2.3333333333333335,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0
bfs_length_7_mystery_pprob11-err-rate-0-3.yaml,mystery/pprob11-err-rate-0-3,7,1,"succumb,(fears ?s1 ?v),precPos,-1",,,False,0,5,5.0,4.969528886327619,0,54,0.0,1.090692983719925,2,9951,5287.5,5280.71747586803,0,0,0.0,0,0,2,2.0,1.6240455265811842,0,2,2.0,1.6240455265811842
bfs_length_9_transport-opt08-strips_pp11-err-rate-0-5.yaml,transport-opt08-strips/pp11-err-rate-0-5,9,1,"drop,(capacity ?v ?s2),precPos,-1",0.0 hours = 0.0 minutes = 0.10 seconds,,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bfs_length_6_transport-sat08-strips_pp01-err-rate-0-3.yaml,transport-sat08-strips/pp01-err-rate-0-3,6,1,"pick-up,(capacity ?v ?s1),effPos,1",0.0 hours = 0.0 minutes = 0.29 seconds,,False,0,1,1,0.6666666666666666,0,2,0,0.6666666666666666,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0
bfs_length_5_scanalyzer-08-strips_pp24-err-rate-0-5.yaml,scanalyzer-08-strips/pp24-err-rate-0-5,5,1,"analyze-4,(on ?c2 ?s1),effPos,1",0.0 hours = 0.0 minutes = 2.76 seconds,,False,0,1,1,0.96,0,24,0,0.96,0,24,12,12,0,0,0,0,0,3,2,1.84,0,3,2,1.84
bfs_length_4_tidybot-opt11-strips_pp01-err-rate-0-1.yaml,tidybot-opt11-strips/pp01-err-rate-0-1,4,0,,0.0 hours = 0.0 minutes = 0.69 seconds,,True,4,,0,0,0,0,4,2,2,0,4,2,2,4,7,6,6,0,0,0,0,0,0,0,0,0,0,0,0
bfs_length_6_transport-sat08-strips_pp01-err-rate-0-1.yaml,transport-sat08-strips/pp01-err-rate-0-1,6,1,"pick-up,(capacity-predecessor ?s2 ?s1),effPos,1",0.0 hours = 0.3 minutes = 16.87 seconds,,False,0,3,3,2.890322580645161,0,24,0,0.9935483870967742,0,78,30,33.25806451612903,0,0,0,0,0,2,1,1.3548387096774193,0,2,1,1.3548387096774193
bfs_length_7_data-network-opt18-strips_pp12-err-rate-0-3.yaml,data-network-opt18-strips/pp12-err-rate-0-3,7,1,"send,(cached ?d ?to),effPos,1",0.0 hours = 0.0 minutes = 0.12 seconds,,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bfs_length_8_woodworking-opt08-strips_pp22-err-rate-0-5.yaml,woodworking-opt08-strips/pp22-err-rate-0-5,8,3,"do-glaze,(colour ?x ?newcolour),precPos,-1
do-saw-large,(boardsize ?b ?s1),effPos,1
do-saw-large,(boardsize-successor ?size_after ?size_after),precPos,-1",0.0 hours = 0.0 minutes = 0.16 seconds,,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bfs_length_4_mprime_pprob17-err-rate-0-1.yaml,mprime/pprob17-err-rate-0-1,4,0,,,,False,0,3,3,2.943217665615142,0,1136,0,50.23343848580441,1136,46843,24230,24316.83596214511,0,0,0,0,0,0,0,0,0,0,0,0
bfs_length_9_pegsol-08-strips_pp02-err-rate-0-3.yaml,pegsol-08-strips/pp02-err-rate-0-3,9,1,"jump-new-move,(in-line ?from ?over ?from),precPos,-1",0.0 hours = 0.0 minutes = 0.11 seconds,,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bfs_length_10_data-network-opt18-strips_pp13-err-rate-0-3.yaml,data-network-opt18-strips/pp13-err-rate-0-3,10,0,,0.0 hours = 0.0 minutes = 0.12 seconds,,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bfs_length_4_mprime_pprob29-err-rate-0-1.yaml,mprime/pprob29-err-rate-0-1,4,0,,0.0 hours = 0.4 minutes = 21.62 seconds,,True,4,,0,0,0,0,4,3.0,2.7195121951219514,0,168,0.0,33.1219512195122,12,2638,1525.5,1447.2682926829268,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0
bfs_length_8_miconic_ps2-0-err-rate-0-1.yaml,miconic/ps2-0-err-rate-0-1,8,1,"up,(passenger ?f2),effPos,1",0.0 hours = 0.0 minutes = 0.65 seconds,,False,0,1,1,0.8571428571428571,0,6,0,0.8571428571428571,0,6,3,3,0,0,0,0,0,1,0,0.42857142857142855,0,1,0,0.42857142857142855
bfs_length_9_satellite_pp01-pfile1-err-rate-0-1.yaml,satellite/pp01-pfile1-err-rate-0-1,9,0,,0.0 hours = 0.7 minutes = 39.26 seconds,,True,9,,0,0,0,0,9,8.0,7.4635761589403975,0,49,0.0,6.460264900662252,1,1655,898.5,885.5629139072847,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0
bfs_length_8_rovers_pp02-err-rate-0-3.yaml,rovers/pp02-err-rate-0-3,8,1,"communicate_soil_data,(available ?r),precPos,-1",0.0 hours = 0.1 minutes = 5.36 seconds,,True,8,"communicate_soil_data,(available ?r),precPos,-1",1,0,1,0,8,4.0,4.346153846153846,0,6,1.0,0.9807692307692307,0,7,4.0,4.134615384615385,0,0,0.0,0,0,1,0.0,0.019230769230769232,0,1,0.0,0.019230769230769232
bfs_length_10_scanalyzer-08-strips_pp25-err-rate-0-1.yaml,scanalyzer-08-strips/pp25-err-rate-0-1,10,0,,,,False,0,2,1,1,16384,16384,16384,16384,16384,49150,32767,32767,0,0,0,0,0,0,0,0,0,0,0,0
bfs_length_1_zenotravel_pp01-err-rate-0-5.yaml,zenotravel/pp01-err-rate-0-5,1,0,,0.0 hours = 0.0 minutes = 0.12 seconds,,True,1,,0,0,0,0,1,0.5,0.5,0,5,2.5,2.5,4,5,4.5,4.5,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0
bfs_length_8_transport-opt08-strips_pp21-err-rate-0-3.yaml,transport-opt08-strips/pp21-err-rate-0-3,8,1,"drop,(capacity ?v ?s1),precPos,-1",0.0 hours = 0.0 minutes = 0.10 seconds,,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bfs_length_10_scanalyzer-opt11-strips_pp11-err-rate-0-3.yaml,scanalyzer-opt11-strips/pp11-err-rate-0-3,10,0,,,,False,0,2,1,1,16384,16384,16384,16384,16384,49150,32767,32767,0,0,0,0,0,0,0,0,0,0,0,0
bfs_length_6_blocks_pprobBLOCKS-4-0-err-rate-0-3.yaml,blocks/pprobBLOCKS-4-0-err-rate-0-3,6,0,,0.0 hours = 0.1 minutes = 3.27 seconds,,True,6,,0,0,0,0,6,4,3.5428571428571427,0,4,1,1.1428571428571428,3,8,6,5.828571428571428,0,0,0,0,0,0,0,0,0,0,0,0
bfs_length_8_miconic_ps2-2-err-rate-0-3.yaml,miconic/ps2-2-err-rate-0-3,8,2,"depart,(destin ?f ?p),precPos,-1
board,(destin ?p ?f),precPos,-1",0.0 hours = 0.0 minutes = 0.13 seconds,,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bfs_length_5_woodworking-opt08-strips_pp21-err-rate-0-3.yaml,woodworking-opt08-strips/pp21-err-rate-0-3,5,0,,0.0 hours = 0.0 minutes = 0.12 seconds,,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bfs_length_5_tpp_pp01-err-rate-0-5.yaml,tpp/pp01-err-rate-0-5,5,0,,0.0 hours = 0.0 minutes = 0.49 seconds,,True,5,,0,0,0,0,5,2.5,2.5,0,2,1.0,1.1666666666666667,2,3,2.0,2.3333333333333335,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0
bfs_length_6_woodworking-sat11-strips_pp10-err-rate-0-1.yaml,woodworking-sat11-strips/pp10-err-rate-0-1,6,0,,0.0 hours = 0.0 minutes = 0.12 seconds,,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bfs_length_8_ged-opt14-strips_pd-3-2-err-rate-0-1.yaml,ged-opt14-strips/pd-3-2-err-rate-0-1,8,0,,0.0 hours = 0.9 minutes = 55.31 seconds,,True,8,,0,0,0,0,8,6.0,5.705188679245283,0,5,1.0,1.0825471698113207,5,39,22.0,23.47877358490566,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0
bfs_length_5_scanalyzer-08-strips_pp22-err-rate-0-1.yaml,scanalyzer-08-strips/pp22-err-rate-0-1,5,0,,0.0 hours = 0.1 minutes = 6.24 seconds,,True,5,,0,0,0,0,5,2.5,2.5,0,256,256.0,213.33333333333334,256,1276,893.5,850.8333333333334,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0
bfs_length_8_mystery_pprob10-err-rate-0-5.yaml,mystery/pprob10-err-rate-0-5,8,2,"overcome,(craves ?s1 ?n),precPos,-1
feast,(orbits ?l2 ?v),precPos,-1",0.0 hours = 0.0 minutes = 0.11 seconds,,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bfs_length_9_woodworking-opt08-strips_pp01-err-rate-0-3.yaml,woodworking-opt08-strips/pp01-err-rate-0-3,9,1,"do-glaze,(colour ?x ?newcolour),precPos,-1",0.0 hours = 0.0 minutes = 0.12 seconds,,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bfs_length_8_mprime_pprob32-err-rate-0-3.yaml,mprime/pprob32-err-rate-0-3,8,0,,0.0 hours = 1.0 minutes = 62.85 seconds,,True,8,,0,0,0,0,8,7,6.105494505494505,0,34,0,3.578021978021978,34,1176,671,658.6945054945055,0,0,0,0,0,0,0,0,0,0,0,0
bfs_length_8_zenotravel_pp02-err-rate-0-3.yaml,zenotravel/pp02-err-rate-0-3,8,0,,0.0 hours = 0.1 minutes = 3.33 seconds,,True,8,,0,0,0,0,8,5.0,4.6923076923076925,0,18,4.0,4.230769230769231,18,86,53.5,54.65384615384615,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0
bfs_length_5_mprime_pprob01-err-rate-0-1.yaml,mprime/pprob01-err-rate-0-1,5,0,,0.0 hours = 0.0 minutes = 0.99 seconds,,True,5,,0,0,0,0,5,3,2.7142857142857144,0,43,3,18.142857142857142,3,123,121,88.71428571428571,0,0,0,0,0,0,0,0,0,0,0,0
bfs_length_5_mprime_pprob31-err-rate-0-3.yaml,mprime/pprob31-err-rate-0-3,5,0,,0.0 hours = 1.7 minutes = 99.87 seconds,,True,5,,0,0,0,0,5,4.0,3.8688760806916425,0,110,0.0,3.3559077809798272,110,1639,906.5,889.5763688760807,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0
bfs_length_9_data-network-opt18-strips_pp10-err-rate-0-5.yaml,data-network-opt18-strips/pp10-err-rate-0-5,9,0,,0.0 hours = 0.0 minutes = 0.19 seconds,,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bfs_length_5_scanalyzer-opt11-strips_pp01-err-rate-0-5.yaml,scanalyzer-opt11-strips/pp01-err-rate-0-5,5,0,,0.0 hours = 0.1 minutes = 5.71 seconds,,True,5,,0,0,0,0,5,2.5,2.5,0,256,256.0,213.33333333333334,256,1276,893.5,850.8333333333334,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0
bfs_length_7_miconic_ps2-3-err-rate-0-3.yaml,miconic/ps2-3-err-rate-0-3,7,1,"board,(boarded ?p),effPos,1",0.0 hours = 0.0 minutes = 1.22 seconds,,True,7,"board,(boarded ?p),effPos,1",1,0,1,0,7,3,2.923076923076923,0,6,1,1.3076923076923077,5,9,7,7,0,0,0,0,0,1,0,0.15384615384615385,0,1,0,0.15384615384615385
bfs_length_11_mprime_pprob12-err-rate-0-5.yaml,mprime/pprob12-err-rate-0-5,11,0,,,,False,0,10,10.0,9.835882352941177,0,1720,0.0,26.81705882352941,159,43899,25141.5,24603.304705882354,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0
